,target,params
162,-0.2251317637886348,"{'colsample_bytree': 0.5076518967330714, 'learning_rate': 0.07704805668047389, 'max_depth': 8.520526827094127, 'n_estimators': 10851.001522830138}"
163,-0.22513154405410502,"{'colsample_bytree': 0.8280326220722296, 'learning_rate': 0.05460374085156028, 'max_depth': 9.766945039534816, 'n_estimators': 15537.689734064432}"
164,-0.22514180901464703,"{'colsample_bytree': 0.1439313026673891, 'learning_rate': 0.09868273647507324, 'max_depth': 8.303930118855888, 'n_estimators': 7130.271797139958}"
165,-0.22512668395637916,"{'colsample_bytree': 0.9545380135247149, 'learning_rate': 0.07761103943984751, 'max_depth': 9.91569727737592, 'n_estimators': 19418.533650024576}"
166,-0.22108695244609028,"{'colsample_bytree': 0.2379065355269024, 'learning_rate': 0.15792189029232967, 'max_depth': 1.59573158162609, 'n_estimators': 1898.528071936753}"
167,-0.22472057861111655,"{'colsample_bytree': 0.6550234403159837, 'learning_rate': 0.1724953748803041, 'max_depth': 9.612394093064559, 'n_estimators': 593.0998315468904}"
168,-0.22584113751660823,"{'colsample_bytree': 0.2173225288436329, 'learning_rate': 0.17155528387753752, 'max_depth': 6.611020562415504, 'n_estimators': 791.3460475346208}"
169,-0.2238360212455161,"{'colsample_bytree': 0.6397592162833778, 'learning_rate': 0.1538139416546467, 'max_depth': 6.883372846812177, 'n_estimators': 622.9867156315942}"
170,-0.22270758259519866,"{'colsample_bytree': 0.29596169607840417, 'learning_rate': 0.16681177035454853, 'max_depth': 2.21634525352859, 'n_estimators': 2085.9027890564166}"
171,-0.2251267110721198,"{'colsample_bytree': 0.23184183224022514, 'learning_rate': 0.12869189273627332, 'max_depth': 7.094786231686805, 'n_estimators': 10188.303062590823}"
172,-0.2264838559879574,"{'colsample_bytree': 0.9128529681234462, 'learning_rate': 0.08533363573846461, 'max_depth': 5.417721485787201, 'n_estimators': 1890.5917530338584}"
173,-0.22512716263456695,"{'colsample_bytree': 0.4725854198215481, 'learning_rate': 0.10690099578127772, 'max_depth': 3.3137867800862386, 'n_estimators': 9633.504552922026}"
174,-0.22512667601443787,"{'colsample_bytree': 0.5749320166453754, 'learning_rate': 0.19695335132040825, 'max_depth': 1.799248088496159, 'n_estimators': 18196.601911650192}"
175,-0.2251266798341099,"{'colsample_bytree': 0.39630812334477805, 'learning_rate': 0.11934086058154508, 'max_depth': 6.171491772598931, 'n_estimators': 12662.385775747991}"
176,-0.2251266771806141,"{'colsample_bytree': 0.5927690462537092, 'learning_rate': 0.198389440933256, 'max_depth': 1.8273104073884552, 'n_estimators': 18841.944393959027}"
177,-0.22512667532871183,"{'colsample_bytree': 0.13069189335220385, 'learning_rate': 0.16728466961321287, 'max_depth': 2.9061529101760297, 'n_estimators': 17477.185198183022}"
178,-0.22512841459061428,"{'colsample_bytree': 0.589406714783757, 'learning_rate': 0.05647040820375462, 'max_depth': 5.6141894886424755, 'n_estimators': 17053.12884151696}"
179,-0.2251266726137667,"{'colsample_bytree': 0.5493892341795436, 'learning_rate': 0.16420469671274582, 'max_depth': 3.1239041974618664, 'n_estimators': 16174.873319714792}"
180,-0.21066773230628216,"{'colsample_bytree': 0.8220133728864956, 'learning_rate': 0.014957379079912368, 'max_depth': 2.284268904841764, 'n_estimators': 10596.162504474483}"
181,-0.22512720406950054,"{'colsample_bytree': 0.851494063571852, 'learning_rate': 0.1758011524711524, 'max_depth': 7.180693785078229, 'n_estimators': 5848.363268034563}"
182,-0.2241852438910284,"{'colsample_bytree': 0.7791757855681081, 'learning_rate': 0.08372471151582028, 'max_depth': 3.343865532539198, 'n_estimators': 3068.5279862430775}"
183,-0.2176443173300433,"{'colsample_bytree': 0.7507567496454718, 'learning_rate': 0.18207357740031974, 'max_depth': 6.223747864343046, 'n_estimators': 336.7248098975569}"
184,-0.21465974160826554,"{'colsample_bytree': 0.504227275245886, 'learning_rate': 0.05141514786552516, 'max_depth': 3.399659742002421, 'n_estimators': 1800.038018153364}"
185,-0.22512667049592455,"{'colsample_bytree': 0.2938842229025936, 'learning_rate': 0.10150763455906386, 'max_depth': 9.119430166528662, 'n_estimators': 16062.98313377847}"
186,-0.16556716935536314,"{'colsample_bytree': 0.12449346939789954, 'learning_rate': 0.03075434240523852, 'max_depth': 1.0329713449383218, 'n_estimators': 901.9866310820036}"
187,-0.2251267104472019,"{'colsample_bytree': 0.175205260279639, 'learning_rate': 0.12845381661086305, 'max_depth': 1.5448818015974108, 'n_estimators': 11681.48556125762}"
188,-0.22482079464895288,"{'colsample_bytree': 0.6291446266502732, 'learning_rate': 0.16086198491701295, 'max_depth': 3.2233272761403233, 'n_estimators': 1799.914777107179}"
189,-0.22513324426359835,"{'colsample_bytree': 0.8762776406298426, 'learning_rate': 0.19584701979168984, 'max_depth': 8.264253411033202, 'n_estimators': 3916.899027676416}"
190,-0.22512666979568657,"{'colsample_bytree': 0.6510475764194936, 'learning_rate': 0.1486456285482331, 'max_depth': 8.532313661265512, 'n_estimators': 19872.433804422522}"
191,-0.22512667529950825,"{'colsample_bytree': 0.6079429049857941, 'learning_rate': 0.11694686376877905, 'max_depth': 6.581528139026304, 'n_estimators': 17330.995975134334}"
192,-0.22513401401101643,"{'colsample_bytree': 0.6497048327843645, 'learning_rate': 0.09595749725613549, 'max_depth': 2.2511636187908253, 'n_estimators': 10669.823503511609}"
193,-0.22317827856170527,"{'colsample_bytree': 0.627649758591382, 'learning_rate': 0.05086839560852967, 'max_depth': 2.468605262083919, 'n_estimators': 8244.513784453564}"
194,-0.19796873701044587,"{'colsample_bytree': 0.930401890944617, 'learning_rate': 0.15036357793809682, 'max_depth': 9.715243266683132, 'n_estimators': 126.1317818720973}"
195,-0.22512684633061264,"{'colsample_bytree': 0.49940855863633427, 'learning_rate': 0.16106914701793346, 'max_depth': 7.756953587425012, 'n_estimators': 7171.558572110741}"
196,-0.22512779618000023,"{'colsample_bytree': 0.7710096388473678, 'learning_rate': 0.15752715620906288, 'max_depth': 2.102554478437397, 'n_estimators': 7846.989337828979}"
197,-0.2251266719672141,"{'colsample_bytree': 0.8087500767904283, 'learning_rate': 0.18987787740852913, 'max_depth': 4.3338177197101135, 'n_estimators': 8367.314881948181}"
198,-0.22512667255844301,"{'colsample_bytree': 0.4442286961792291, 'learning_rate': 0.10848637184488145, 'max_depth': 4.923887101814647, 'n_estimators': 18352.329579670626}"
199,-0.22519793689739304,"{'colsample_bytree': 0.13795754888984965, 'learning_rate': 0.04288924551498246, 'max_depth': 3.529029444405542, 'n_estimators': 12489.641362149963}"
200,-0.22604841362384986,"{'colsample_bytree': 0.3700092392102826, 'learning_rate': 0.06170412173028345, 'max_depth': 7.585736282660281, 'n_estimators': 2027.6687883688041}"
201,-0.22472463788263788,"{'colsample_bytree': 0.7986005070309028, 'learning_rate': 0.0744187763431079, 'max_depth': 2.876036284852014, 'n_estimators': 3692.9456257021275}"
202,-0.22512667583091303,"{'colsample_bytree': 0.9404901407399919, 'learning_rate': 0.18977590145298423, 'max_depth': 6.78044494067682, 'n_estimators': 14025.148579546965}"
203,-0.22098585288592892,"{'colsample_bytree': 0.5405864223588863, 'learning_rate': 0.11257487295731194, 'max_depth': 1.2522754257772006, 'n_estimators': 18301.19189359665}"
204,-0.22522137324919633,"{'colsample_bytree': 0.1920946973938515, 'learning_rate': 0.030899205041195872, 'max_depth': 7.138648511013921, 'n_estimators': 16883.574584378766}"
205,-0.2251266721098736,"{'colsample_bytree': 0.2537476980361595, 'learning_rate': 0.18295940053014853, 'max_depth': 7.903019789109679, 'n_estimators': 18549.43553659101}"
206,-0.22512667521136245,"{'colsample_bytree': 0.30801989568017374, 'learning_rate': 0.1642649892008851, 'max_depth': 3.397994758660513, 'n_estimators': 16025.790521998642}"
207,-0.2248807555122852,"{'colsample_bytree': 0.19498352343194486, 'learning_rate': 0.05770830635725164, 'max_depth': 7.332966431438754, 'n_estimators': 1411.5139134354663}"
208,-0.22512668907002636,"{'colsample_bytree': 0.5248511971624563, 'learning_rate': 0.08951402762664723, 'max_depth': 8.846922337830561, 'n_estimators': 16147.05896042054}"
209,-0.22605177223629896,"{'colsample_bytree': 0.7344994345139139, 'learning_rate': 0.19536193507993638, 'max_depth': 7.876580845579359, 'n_estimators': 807.0927115609243}"
