iter	Passed	Remaining
1674	10889	2112
1675	10891	2105
1676	10892	2097
1677	10900	2091
1678	10908	2085
1679	10916	2079
1680	10923	2072
1681	10930	2066
1682	10938	2060
1683	10945	2053
1684	10952	2047
1685	10960	2041
1686	10967	2034
1687	10968	2027
1688	10975	2020
1689	10980	2014
1690	10987	2007
1691	10988	2000
1692	10994	1993
1693	11001	1987
1694	11009	1981
1695	11012	1974
1696	11014	1966
1697	11022	1960
1698	11034	1954
1699	11041	1948
1700	11043	1941
1701	11045	1933
1702	11046	1926
1703	11054	1920
1704	11060	1913
1705	11067	1907
1706	11073	1900
1707	11079	1894
1708	11087	1887
1709	11094	1881
1710	11101	1875
1711	11106	1868
1712	11114	1862
1713	11122	1855
1714	11129	1849
1715	11136	1843
1716	11142	1836
1717	11150	1830
1718	11157	1823
1719	11163	1817
1720	11170	1810
1721	11178	1804
1722	11179	1797
1723	11187	1791
1724	11188	1783
1725	11196	1777
1726	11197	1770
1727	11201	1763
1728	11209	1756
1729	11210	1749
1730	11211	1742
1731	11218	1735
1732	11229	1730
1733	11245	1725
1734	11252	1718
1735	11257	1711
1736	11263	1705
1737	11270	1699
1738	11276	1692
1739	11279	1685
1740	11286	1679
1741	11288	1671
1742	11289	1664
1743	11296	1658
1744	11303	1651
1745	11311	1645
1746	11318	1639
1747	11322	1632
1748	11327	1625
1749	11333	1619
1750	11343	1613
1751	11352	1607
1752	11358	1600
1753	11364	1593
1754	11371	1587
1755	11372	1580
1756	11379	1573
1757	11386	1567
1758	11394	1561
1759	11401	1554
1760	11407	1548
1761	11415	1541
1762	11422	1535
1763	11423	1528
1764	11429	1521
1765	11435	1515
1766	11441	1508
1767	11449	1502
1768	11449	1495
1769	11455	1488
1770	11462	1482
1771	11468	1475
1772	11470	1468
1773	11472	1461
1774	11473	1454
1775	11481	1448
1776	11484	1441
1777	11485	1434
1778	11492	1427
1779	11500	1421
1780	11501	1414
1781	11507	1407
1782	11514	1401
1783	11521	1395
1784	11522	1387
1785	11525	1381
1786	11533	1374
1787	11539	1368
1788	11540	1361
1789	11546	1354
1790	11553	1348
1791	11554	1341
1792	11560	1334
1793	11566	1328
1794	11574	1321
1795	11580	1315
1796	11586	1308
1797	11587	1301
1798	11588	1294
1799	11589	1287
1800	11595	1281
1801	11602	1274
1802	11609	1268
1803	11610	1261
1804	11611	1254
1805	11612	1247
1806	11618	1240
1807	11619	1233
1808	11621	1227
1809	11631	1220
1810	11640	1214
1811	11647	1208
1812	11654	1202
1813	11661	1195
1814	11667	1189
1815	11668	1182
1816	11680	1176
1817	11683	1169
1818	11686	1162
1819	11691	1156
1820	11692	1149
1821	11699	1142
1822	11707	1136
1823	11709	1129
1824	11711	1122
1825	11718	1116
1826	11725	1110
1827	11729	1103
1828	11740	1097
1829	11749	1091
1830	11756	1085
1831	11757	1078
1832	11765	1071
1833	11772	1065
1834	11775	1058
1835	11782	1052
1836	11789	1046
1837	11795	1039
1838	11802	1033
1839	11808	1026
1840	11809	1019
1841	11816	1013
1842	11824	1007
1843	11831	1000
1844	11832	994
1845	11838	987
1846	11844	981
1847	11851	974
1848	11859	968
1849	11865	962
1850	11872	955
1851	11879	949
1852	11886	942
1853	11891	936
1854	11898	930
1855	11899	923
1856	11907	916
1857	11909	910
1858	11915	903
1859	11921	897
1860	11928	890
1861	11938	884
1862	11940	878
1863	11954	872
1864	11961	865
1865	11967	859
1866	11974	853
1867	11974	846
1868	11981	839
1869	11988	833
1870	11989	826
1871	11995	820
1872	11997	813
1873	12004	807
1874	12005	800
1875	12006	793
1876	12012	787
1877	12013	780
1878	12020	774
1879	12026	767
1880	12033	761
1881	12040	754
1882	12042	748
1883	12048	741
1884	12055	735
1885	12059	728
1886	12066	722
1887	12075	716
1888	12084	710
1889	12086	703
1890	12087	696
1891	12095	690
1892	12102	684
1893	12110	677
1894	12117	671
1895	12125	665
1896	12127	658
1897	12129	651
1898	12137	645
1899	12145	639
1900	12153	632
1901	12160	626
1902	12167	620
1903	12168	613
1904	12176	607
1905	12183	600
1906	12190	594
1907	12201	588
1908	12204	581
1909	12212	575
1910	12219	569
1911	12220	562
1912	12227	556
1913	12233	549
1914	12240	543
1915	12247	536
1916	12248	530
1917	12249	523
1918	12251	517
1919	12257	510
1920	12265	504
1921	12273	498
1922	12274	491
1923	12282	485
1924	12289	478
1925	12297	472
1926	12305	466
1927	12312	459
1928	12319	453
1929	12327	447
1930	12335	440
1931	12343	434
1932	12345	427
1933	12349	421
1934	12357	415
1935	12366	408
1936	12374	402
1937	12384	396
1938	12385	389
1939	12386	383
1940	12394	376
1941	12397	370
1942	12401	363
1943	12407	357
1944	12415	351
1945	12416	344
1946	12424	338
1947	12432	331
1948	12441	325
1949	12442	319
1950	12450	312
1951	12459	306
1952	12467	300
1953	12477	293
1954	12479	287
1955	12490	280
1956	12495	274
1957	12505	268
1958	12514	261
1959	12515	255
1960	12523	249
1961	12532	242
1962	12533	236
1963	12542	229
1964	12552	223
1965	12553	217
1966	12562	210
1967	12572	204
1968	12583	198
1969	12594	191
1970	12604	185
1971	12613	179
1972	12622	172
1973	12632	166
1974	12641	160
1975	12653	153
1976	12656	147
1977	12671	140
1978	12693	134
1979	12702	128
1980	12710	121
1981	12718	115
1982	12725	109
1983	12734	102
1984	12736	96
1985	12745	89
1986	12755	83
1987	12771	77
1988	12783	70
1989	12792	64
1990	12793	57
1991	12802	51
1992	12812	45
1993	12821	38
1994	12830	32
1995	12839	25
1996	12847	19
1997	12857	12
1998	12859	6
1999	12867	0
